"","username","degree","indegree","outdegree","closeness","betweenness","hub","authority","clusterCoefficient","egenvector.centrality","page.rank"
"1981","Valessoncilla","0.25536","0.24237","0.1471","0.000","0.0000","1.7e-04","8.5e-04","0.0e+00","8.1e-04","1.0e+00"
"986","FECUdeC","0.16642","0.15493","0.1307","0.000","0.0000","4.4e-04","2.4e-03","0.0e+00","2.3e-03","8.1e-01"
"2915","feuc","1.00000","1.00000","0.0000","0.000","0.0000","0.0e+00","1.0e+00","6.9e-05","9.8e-01","7.5e-01"
"41","CajitadeJugo","0.22366","0.21655","0.0817","0.000","0.0000","1.1e-04","1.0e-03","0.0e+00","9.0e-04","6.3e-01"
"389","FEPUCV","0.13707","0.13615","0.0131","0.083","0.1384","6.8e-05","2.3e-03","8.2e-05","2.0e-03","3.8e-01"
"98","goyarzun","0.05694","0.05604","0.0131","0.000","0.0000","4.0e-05","2.2e-03","0.0e+00","2.0e-03","2.8e-01"
"1148","naupuc","0.38421","0.36033","0.2680","0.499","1.0000","3.1e-01","8.0e-01","3.8e-04","1.0e+00","2.2e-01"
"934","palta_mayo","0.04491","0.04049","0.0523","0.000","0.0000","2.2e-08","3.0e-07","0.0e+00","2.5e-07","1.8e-01"
"1241","feuvsantiago","0.04726","0.04460","0.0327","0.000","0.0000","1.1e-05","2.5e-04","0.0e+00","2.7e-04","1.7e-01"
"2919","feuv","0.08717","0.08744","0.0000","0.000","0.0000","0.0e+00","8.0e-03","2.0e-04","7.1e-03","1.4e-01"
"1924","SolidaridadUC","0.10273","0.10182","0.0131","0.083","0.0224","6.0e-03","1.1e-01","2.3e-03","1.1e-01","1.2e-01"
"2251","FEL_Stgo","0.05195","0.04049","0.1307","0.249","0.1497","1.4e-02","1.7e-03","7.6e-04","1.2e-02","1.2e-01"
"1893","EliasLonconado","0.02642","0.02553","0.0131","0.000","0.0000","0.0e+00","2.4e-16","0.0e+00","1.9e-16","1.1e-01"
"1718","mguc","0.12269","0.11532","0.0850","0.499","0.1713","3.7e-02","1.6e-01","1.7e-03","1.8e-01","1.1e-01"
"2109","creceruc","0.04696","0.04372","0.0392","0.249","0.0648","6.0e-03","3.3e-02","3.0e-03","3.4e-02","9.1e-02"
"2921","Godoy_JC","0.13414","0.13439","0.0000","0.000","0.0000","0.0e+00","1.2e-03","0.0e+00","1.1e-03","8.6e-02"
"2753","FELUCHILE","0.00704","0.00704","0.0033","0.249","0.0051","7.9e-06","7.3e-04","6.7e-03","7.5e-04","5.0e-02"
"2755","PabloReyes_F","0.01790","0.01790","0.0033","0.000","0.0000","4.5e-11","1.0e-08","0.0e+00","8.2e-09","4.5e-02"
"2927","jjcc_chile","0.04139","0.04167","0.0000","0.000","0.0000","0.0e+00","1.9e-04","0.0e+00","1.6e-04","4.1e-02"
"2924","ucscconcepcion","0.05459","0.05487","0.0000","0.000","0.0000","0.0e+00","2.4e-06","0.0e+00","1.9e-06","3.7e-02"
"2887","raecheco","0.00440","0.00440","0.0033","0.000","0.0000","1.8e-05","4.1e-03","4.2e-02","4.0e-03","3.2e-02"
"1344","pepoglatz","0.08218","0.07072","0.1307","0.499","0.1505","1.5e-01","7.1e-02","2.6e-03","2.0e-01","3.2e-02"
"2940","FEUFRO","0.01761","0.01790","0.0000","0.000","0.0000","0.0e+00","2.1e-05","0.0e+00","2.0e-05","2.6e-02"
"2916","ConstanzaLeyton","0.01967","0.01995","0.0000","0.000","0.0000","0.0e+00","2.4e-04","0.0e+00","2.3e-04","2.4e-02"
"2913","FranciscoSainz","0.03845","0.03873","0.0000","0.000","0.0000","0.0e+00","8.0e-04","0.0e+00","6.7e-04","2.1e-02"
"2918","izqautonoma","0.01438","0.01467","0.0000","0.000","0.0000","0.0e+00","2.0e-04","0.0e+00","1.8e-04","1.6e-02"
"2939","Javijadue","0.01614","0.01643","0.0000","0.000","0.0000","0.0e+00","1.4e-04","0.0e+00","1.2e-04","1.1e-02"
"2937","secundarios","0.00528","0.00558","0.0000","0.000","0.0000","0.0e+00","5.0e-17","0.0e+00","4.0e-17","1.0e-02"
"2914","Paonessa","0.00939","0.00968","0.0000","0.000","0.0000","0.0e+00","2.4e-04","0.0e+00","2.0e-04","9.0e-03"
"2920","OrleansRomero","0.00646","0.00675","0.0000","0.000","0.0000","0.0e+00","6.3e-17","0.0e+00","4.9e-17","8.4e-03"
"2923","feusach","0.00616","0.00646","0.0000","0.000","0.0000","0.0e+00","7.7e-07","0.0e+00","6.2e-07","7.7e-03"
"2929","FEUAntofagasta","0.00704","0.00734","0.0000","0.000","0.0000","0.0e+00","2.7e-08","0.0e+00","2.0e-08","7.5e-03"
"2944","Felipesalga","0.00998","0.01027","0.0000","0.000","0.0000","0.0e+00","5.4e-04","0.0e+00","4.7e-04","5.9e-03"
"2938","felipevargasr","0.00499","0.00528","0.0000","0.000","0.0000","0.0e+00","3.6e-07","0.0e+00","2.7e-07","5.6e-03"
"2933","BorisNegrete","0.00616","0.00646","0.0000","0.000","0.0000","0.0e+00","9.1e-05","0.0e+00","7.8e-05","5.3e-03"
"2936","florespineda","0.00470","0.00499","0.0000","0.000","0.0000","0.0e+00","1.6e-07","0.0e+00","1.2e-07","3.5e-03"
"2810","vlatorre","0.00470","0.00440","0.0065","0.499","0.2258","3.6e-03","6.0e-03","1.0e-01","1.1e-02","3.4e-03"
"2922","carlos_ruminott","0.00147","0.00176","0.0000","0.000","0.0000","0.0e+00","1.4e-17","0.0e+00","1.1e-17","3.2e-03"
"2935","d_cid","0.00117","0.00147","0.0000","0.000","0.0000","0.0e+00","1.4e-04","0.0e+00","1.2e-04","1.6e-03"
"2926","pipe_higueras","0.00088","0.00117","0.0000","0.000","0.0000","0.0e+00","2.3e-07","0.0e+00","1.8e-07","1.4e-03"
"2930","confech","0.00029","0.00059","0.0000","0.000","0.0000","0.0e+00","2.7e-18","0.0e+00","2.2e-18","1.3e-03"
"2931","AngelitaJaviera","0.00059","0.00088","0.0000","0.000","0.0000","0.0e+00","5.5e-18","0.0e+00","4.4e-18","1.3e-03"
"2934","Pipovaldebenito","0.00088","0.00117","0.0000","0.000","0.0000","0.0e+00","8.9e-18","0.0e+00","6.7e-18","1.3e-03"
"2941","andresdouglasr","0.00029","0.00059","0.0000","0.000","0.0000","0.0e+00","2.7e-18","0.0e+00","2.2e-18","1.3e-03"
"2946","aalegred","0.00029","0.00059","0.0000","0.000","0.0000","0.0e+00","2.7e-18","0.0e+00","2.4e-18","1.3e-03"
"2925","danirslz","0.00147","0.00176","0.0000","0.000","0.0000","0.0e+00","1.4e-17","0.0e+00","1.1e-17","1.3e-03"
"2942","intialavia","0.00088","0.00117","0.0000","0.000","0.0000","0.0e+00","9.1e-09","0.0e+00","6.6e-09","1.3e-03"
"2869","velagrau","0.00088","0.00088","0.0033","0.083","0.0019","1.8e-05","1.2e-03","0.0e+00","1.1e-03","7.8e-04"
"2917","vargassasmay","0.00000","0.00029","0.0000","0.000","0.0000","0.0e+00","0.0e+00","0.0e+00","0.0e+00","6.5e-04"
"2928","alvarobeckdorf","0.00000","0.00029","0.0000","0.000","0.0000","0.0e+00","0.0e+00","0.0e+00","2.0e-21","6.5e-04"
"2932","leoiec","0.00000","0.00029","0.0000","0.000","0.0000","0.0e+00","0.0e+00","0.0e+00","1.5e-20","6.5e-04"
"2943","MACEUAI","0.00029","0.00059","0.0000","0.000","0.0000","0.0e+00","2.7e-18","0.0e+00","2.3e-18","6.5e-04"
"2945","Franciscolabrav","0.00000","0.00029","0.0000","0.000","0.0000","0.0e+00","0.0e+00","0.0e+00","4.6e-20","6.5e-04"
"15","israferreira","0.00117","0.00000","0.0163","0.166","0.0000","4.4e-05","1.2e-17","0.0e+00","2.8e-05","2.1e-19"
"31","Fabroo","0.00558","0.00000","0.0654","0.166","0.0000","1.1e-04","5.6e-17","0.0e+00","7.0e-05","2.1e-19"
"45","Gentz","0.00117","0.00000","0.0163","0.166","0.0000","4.5e-03","1.2e-17","0.0e+00","3.1e-03","2.1e-19"
"64","NachachaRocuant","0.00117","0.00000","0.0163","0.582","0.0000","1.7e-02","1.2e-17","3.0e-01","1.3e-02","2.1e-19"
"83","ced_uc","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"85","CACB_UC","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"93","Mi_Echeve","0.00117","0.00000","0.0163","0.166","0.0000","3.0e-05","1.2e-17","0.0e+00","1.9e-05","2.1e-19"
"95","WladimirVeniu","0.00558","0.00000","0.0654","0.582","0.0000","7.4e-02","5.6e-17","1.6e-02","5.2e-02","2.1e-19"
"123","joperezs","0.00117","0.00000","0.0163","0.083","0.0000","1.8e-05","1.2e-17","0.0e+00","1.1e-05","2.1e-19"
"158","sibekay","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-05","1.2e-17","0.0e+00","1.4e-05","2.1e-19"
"163","camimz","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"182","FitaBlu","0.00117","0.00000","0.0163","0.083","0.0000","1.8e-04","1.2e-17","0.0e+00","1.1e-04","2.1e-19"
"219","caipuc","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"251","rramirezm","0.00117","0.00000","0.0163","0.083","0.0000","2.8e-05","1.2e-17","0.0e+00","1.8e-05","2.1e-19"
"303","inBadir","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"329","lavitamina","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"330","natilu_83","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"335","claudioignacio","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"350","sebaahumada","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"353","wachunei","0.00558","0.00000","0.0654","0.083","0.0000","9.0e-02","5.6e-17","0.0e+00","6.2e-02","2.1e-19"
"368","SalvadorMVios","0.00117","0.00000","0.0163","0.166","0.0000","9.1e-03","1.2e-17","0.0e+00","6.2e-03","2.1e-19"
"371","barrocoaustral","0.00117","0.00000","0.0163","0.416","0.0000","4.5e-03","1.2e-17","0.0e+00","3.1e-03","2.1e-19"
"376","panchotron","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"440","andresteixido","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"442","mr_kroomer","0.00264","0.00000","0.0327","0.083","0.0000","4.5e-02","2.6e-17","0.0e+00","3.1e-02","2.1e-19"
"591","suralista","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-05","1.2e-17","0.0e+00","1.4e-05","2.1e-19"
"595","AntiJulieta","0.00264","0.00000","0.0327","0.166","0.0000","1.1e-04","2.6e-17","0.0e+00","6.3e-05","2.1e-19"
"604","claudianb","0.00117","0.00000","0.0163","0.166","0.0000","5.3e-05","1.2e-17","0.0e+00","3.2e-05","2.1e-19"
"611","gerardo_castroo","0.00117","0.00000","0.0163","0.166","0.0000","5.3e-05","1.2e-17","0.0e+00","3.2e-05","2.1e-19"
"615","Julian_Juliardo","0.00117","0.00000","0.0163","0.166","0.0000","5.3e-05","1.2e-17","0.0e+00","3.2e-05","2.1e-19"
"689","claumacchino","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"807","ConiCona","0.00264","0.00000","0.0327","0.083","0.0000","4.6e-05","2.6e-17","0.0e+00","2.8e-05","2.1e-19"
"810","karirik","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-05","1.2e-17","0.0e+00","1.4e-05","2.1e-19"
"840","JaimeAlvarezG","0.00264","0.00000","0.0327","0.166","0.0000","9.0e-05","2.6e-17","0.0e+00","5.8e-05","2.1e-19"
"845","Maukko","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"909","nacho_oliva","0.00998","0.00000","0.1144","0.582","0.0000","9.8e-02","9.8e-17","8.4e-03","7.9e-02","2.1e-19"
"937","rampmaster","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"964","jparedesgodoy","0.00264","0.00000","0.0327","0.083","0.0000","8.9e-06","2.6e-17","0.0e+00","5.7e-06","2.1e-19"
"984","balmacedaconce","0.00117","0.00000","0.0163","0.083","0.0000","5.5e-05","1.2e-17","0.0e+00","3.6e-05","2.1e-19"
"990","TamaraDeRosee","0.00117","0.00000","0.0163","0.083","0.0000","5.5e-05","1.2e-17","0.0e+00","3.6e-05","2.1e-19"
"1056","Vicho_","0.00117","0.00000","0.0163","0.166","0.0000","7.8e-05","1.2e-17","1.0e-01","4.8e-05","2.1e-19"
"1074","consudonsu","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-05","1.2e-17","0.0e+00","1.4e-05","2.1e-19"
"1079","astroboi","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"1084","DanielaReinoso","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-05","1.2e-17","0.0e+00","1.4e-05","2.1e-19"
"1113","ict_udec","0.00117","0.00000","0.0163","0.083","0.0000","5.5e-05","1.2e-17","0.0e+00","3.6e-05","2.1e-19"
"1129","sebastianonate","0.00264","0.00000","0.0327","0.166","0.0000","4.4e-05","2.6e-17","0.0e+00","2.9e-05","2.1e-19"
"1146","manealamo","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"1158","jesusloverde","0.00117","0.00000","0.0163","0.083","0.0000","5.5e-08","1.2e-17","0.0e+00","3.0e-08","2.1e-19"
"1170","marcelox515","0.00117","0.00000","0.0163","0.083","0.0000","5.5e-05","1.2e-17","0.0e+00","3.6e-05","2.1e-19"
"1180","Sebhaxx","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-05","1.2e-17","0.0e+00","1.4e-05","2.1e-19"
"1183","plancomun","0.00264","0.00000","0.0327","0.582","0.0000","3.0e-02","2.6e-17","6.7e-02","2.3e-02","2.1e-19"
"1186","MatScholl","0.00117","0.00000","0.0163","0.582","0.0000","1.7e-02","1.2e-17","3.0e-01","1.3e-02","2.1e-19"
"1187","MartinaBeatriz","0.00117","0.00000","0.0163","0.166","0.0000","1.4e-02","1.2e-17","0.0e+00","9.3e-03","2.1e-19"
"1193","pottersys","0.00117","0.00000","0.0163","0.166","0.0000","4.7e-03","1.2e-17","0.0e+00","3.2e-03","2.1e-19"
"1199","danielita2010","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"1230","vilmafloressoto","0.00264","0.00000","0.0327","0.083","0.0000","1.1e-04","2.6e-17","0.0e+00","7.2e-05","2.1e-19"
"1275","vcarmona87","0.00117","0.00000","0.0163","0.582","0.0000","2.0e-02","1.2e-17","1.0e-01","1.6e-02","2.1e-19"
"1295","lapumi","0.00117","0.00000","0.0163","0.582","0.0000","2.1e-02","1.2e-17","1.0e-01","1.6e-02","2.1e-19"
"1300","mr_rat","0.01145","0.00000","0.1307","0.749","0.0000","3.7e-03","1.1e-16","0.0e+00","3.2e-03","2.1e-19"
"1314","Luischavez_a","0.00117","0.00000","0.0163","0.083","0.0000","5.7e-06","1.2e-17","0.0e+00","4.2e-06","2.1e-19"
"1316","paulasiel","0.00117","0.00000","0.0163","0.666","0.0000","1.7e-02","1.2e-17","1.0e-01","1.3e-02","2.1e-19"
"1331","Catralaa_","0.00264","0.00000","0.0327","0.083","0.0000","1.1e-05","2.6e-17","0.0e+00","8.4e-06","2.1e-19"
"1374","hyoga2k","0.00117","0.00000","0.0163","0.083","0.0000","5.5e-08","1.2e-17","0.0e+00","3.0e-08","2.1e-19"
"1443","panshoherrera","0.00264","0.00000","0.0327","0.083","0.0000","3.6e-05","2.6e-17","0.0e+00","2.1e-05","2.1e-19"
"1465","Yo_Fito","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-05","1.2e-17","0.0e+00","1.4e-05","2.1e-19"
"1487","mutanrashen","0.02025","0.00000","0.2288","0.332","0.0000","2.8e-04","2.0e-16","0.0e+00","1.8e-04","2.1e-19"
"1496","dsalazar23491","0.00117","0.00000","0.0163","0.416","0.0000","4.8e-05","1.2e-17","0.0e+00","6.3e-05","2.1e-19"
"1499","CAA_CPA","0.00117","0.00000","0.0163","0.083","0.0000","5.5e-05","1.2e-17","0.0e+00","3.6e-05","2.1e-19"
"1503","Jonazska","0.00117","0.00000","0.0163","0.083","0.0000","5.5e-05","1.2e-17","0.0e+00","3.6e-05","2.1e-19"
"1504","leopoldoramirez","0.00117","0.00000","0.0163","0.166","0.0000","1.8e-02","1.2e-17","0.0e+00","1.2e-02","2.1e-19"
"1505","drpavez","0.00264","0.00000","0.0327","0.582","0.0000","8.9e-03","2.6e-17","4.4e-02","7.3e-03","2.1e-19"
"1556","tom4ss","0.00117","0.00000","0.0163","0.833","0.0000","1.4e-02","1.2e-17","4.0e-01","1.0e-02","2.1e-19"
"1589","Kanniex","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-05","1.2e-17","0.0e+00","1.4e-05","2.1e-19"
"1596","nrebolledo","0.00117","0.00000","0.0163","0.582","0.0000","1.8e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"1606","larvaa","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"1624","pleivai","0.00117","0.00000","0.0163","0.249","0.0000","1.8e-02","1.2e-17","0.0e+00","1.2e-02","2.1e-19"
"1627","forecilla","0.00117","0.00000","0.0163","0.332","0.0000","1.4e-02","1.2e-17","1.0e-01","9.6e-03","2.1e-19"
"1640","felipeemedina","0.00117","0.00000","0.0163","0.166","0.0000","5.8e-05","1.2e-17","0.0e+00","3.7e-05","2.1e-19"
"1654","rarodriguezn","0.00558","0.00000","0.0654","0.582","0.0000","7.0e-02","5.6e-17","1.6e-02","5.8e-02","2.1e-19"
"1679","sindicatotv13","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"1699","chuga","0.00264","0.00000","0.0327","0.582","0.0000","1.2e-02","2.6e-17","6.7e-02","9.1e-03","2.1e-19"
"1708","cjferes","0.00117","0.00000","0.0163","0.582","0.0000","1.0e-02","1.2e-17","3.0e-01","8.0e-03","2.1e-19"
"1719","rcamposq","0.00117","0.00000","0.0163","0.083","0.0000","1.9e-05","1.2e-17","0.0e+00","1.3e-05","2.1e-19"
"1724","conymelian","0.00117","0.00000","0.0163","0.582","0.0000","1.7e-02","1.2e-17","3.0e-01","1.3e-02","2.1e-19"
"1725","giovannaroa","0.00264","0.00000","0.0327","0.582","0.0000","2.2e-02","2.6e-17","6.7e-02","1.8e-02","2.1e-19"
"1732","china_margarita","0.00117","0.00000","0.0163","0.582","0.0000","1.9e-02","1.2e-17","1.0e-01","1.6e-02","2.1e-19"
"1761","cpazlavin","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"1765","natoconstanzo","0.00117","0.00000","0.0163","0.083","0.0000","8.2e-09","1.2e-17","0.0e+00","4.3e-09","2.1e-19"
"1780","shuritox","0.00117","0.00000","0.0163","0.249","0.0000","4.7e-05","1.2e-17","1.0e-01","2.9e-05","2.1e-19"
"1797","diegojofre","0.00264","0.00000","0.0327","0.166","0.0000","2.1e-02","2.6e-17","2.2e-02","1.5e-02","2.1e-19"
"1811","rivadeneira82","0.00117","0.00000","0.0163","0.582","0.0000","1.0e-02","1.2e-17","5.0e-01","7.8e-03","2.1e-19"
"1818","Ducko91","0.00117","0.00000","0.0163","0.083","0.0000","5.5e-05","1.2e-17","0.0e+00","3.6e-05","2.1e-19"
"1820","elChappa","0.00117","0.00000","0.0163","0.582","0.0000","2.9e-03","1.2e-17","0.0e+00","2.2e-03","2.1e-19"
"1831","gaboacuna","0.00117","0.00000","0.0163","0.582","0.0000","1.4e-02","1.2e-17","5.0e-01","1.0e-02","2.1e-19"
"1872","vAlEAzUl","0.00264","0.00000","0.0327","0.083","0.0000","0.0e+00","2.6e-17","0.0e+00","2.3e-17","2.1e-19"
"1923","iguzmanl","0.00264","0.00000","0.0327","0.166","0.0000","1.3e-02","2.6e-17","2.2e-02","9.0e-03","2.1e-19"
"1956","javierazuniga","0.00264","0.00000","0.0327","0.083","0.0000","6.4e-06","2.6e-17","0.0e+00","3.7e-06","2.1e-19"
"1969","oindependiente","0.00117","0.00000","0.0163","0.582","0.0000","1.8e-02","1.2e-17","3.0e-01","1.3e-02","2.1e-19"
"1990","oposicionpinera","0.00117","0.00000","0.0163","0.582","0.0000","6.7e-05","1.2e-17","0.0e+00","1.1e-04","2.1e-19"
"1999","hecmarq","0.00117","0.00000","0.0163","0.083","0.0000","4.8e-07","1.2e-17","0.0e+00","3.2e-07","2.1e-19"
"2017","Nico_GE","0.00117","0.00000","0.0163","0.083","0.0000","3.2e-06","1.2e-17","0.0e+00","1.9e-06","2.1e-19"
"2150","Emanuel_Ibaceta","0.00117","0.00000","0.0163","0.166","0.0000","2.4e-03","1.2e-17","0.0e+00","1.8e-03","2.1e-19"
"2165","daguilarn86","0.00264","0.00000","0.0327","0.332","0.0000","1.5e-03","2.6e-17","0.0e+00","1.1e-03","2.1e-19"
"2209","pato1500","0.00117","0.00000","0.0163","0.249","0.0000","3.4e-05","1.2e-17","0.0e+00","2.0e-05","2.1e-19"
"2214","AgainstGrain","0.00117","0.00000","0.0163","0.166","0.0000","5.3e-05","1.2e-17","0.0e+00","3.2e-05","2.1e-19"
"2249","fmareporta","0.00117","0.00000","0.0163","0.083","0.0000","4.4e-06","1.2e-17","0.0e+00","2.6e-06","2.1e-19"
"2259","Marcelo_elmago","0.00117","0.00000","0.0163","0.083","0.0000","2.3e-05","1.2e-17","0.0e+00","1.4e-05","2.1e-19"
"2317","clickeados","0.00264","0.00000","0.0327","0.582","0.0000","3.5e-02","2.6e-17","6.7e-02","2.6e-02","2.1e-19"
"2488","fbarrall","0.00117","0.00000","0.0163","0.083","0.0000","0.0e+00","1.2e-17","0.0e+00","1.0e-17","2.1e-19"
"2503","rcornejozanni","0.00117","0.00000","0.0163","0.582","0.0000","1.5e-02","1.2e-17","1.0e-01","1.3e-02","2.1e-19"
"2514","el_luchito","0.00117","0.00000","0.0163","0.582","0.0000","1.8e-02","1.2e-17","0.0e+00","1.6e-02","2.1e-19"
"2536","magriano","0.00264","0.00000","0.0327","0.582","0.0000","3.6e-02","2.6e-17","0.0e+00","3.2e-02","2.1e-19"
"2555","ChantalJouannet","0.00117","0.00000","0.0163","0.582","0.0000","2.1e-02","1.2e-17","1.0e-01","1.6e-02","2.1e-19"
"2562","gsaavedrajs","0.00117","0.00000","0.0163","0.666","0.0000","8.1e-03","1.2e-17","1.0e-01","6.3e-03","2.1e-19"
"2595","enChileHoy","0.00117","0.00000","0.0163","0.332","0.0000","3.5e-05","1.2e-17","1.0e-01","1.5e-04","2.1e-19"
"2700","catabezm","0.00117","0.00000","0.0163","0.083","0.0000","5.0e-05","1.2e-17","0.0e+00","3.2e-05","2.1e-19"
"2832","SEREMITT5","0.00117","0.00000","0.0163","0.166","0.0000","1.0e-04","1.2e-17","1.0e-01","6.4e-05","2.1e-19"
"2874","Nincen","0.00264","0.00000","0.0327","0.083","0.0000","3.8e-05","2.6e-17","0.0e+00","2.6e-05","2.1e-19"
"1","_ELWIS_","0.02788","0.00000","0.3137","0.083","0.0000","4.4e-04","2.7e-16","0.0e+00","2.7e-04","1.1e-19"
"2","MAQO","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-05","9.1e-18","0.0e+00","1.1e-05","1.1e-19"
"3","mvaldeb","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"4","Nbriones","0.00059","0.00000","0.0098","0.083","0.0000","1.1e-05","5.5e-18","0.0e+00","6.3e-06","1.1e-19"
"5","Dj3Go","0.00059","0.00000","0.0098","0.166","0.0000","4.5e-03","5.5e-18","0.0e+00","3.1e-03","1.1e-19"
"6","pilaars","0.00088","0.00000","0.0131","0.249","0.0000","1.4e-05","9.1e-18","0.0e+00","8.2e-06","1.1e-19"
"7","","0.01027","0.00000","0.1176","0.499","0.0000","1.8e-02","1.0e-16","0.0e+00","1.3e-02","1.1e-19"
"8","gonzalozapataz","0.01380","0.00000","0.1569","0.582","0.0000","1.9e-01","1.3e-16","4.4e-03","1.4e-01","1.1e-19"
"9","juanfcocanales","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"10","franciscojms","0.00587","0.00000","0.0686","0.916","0.0000","4.0e-02","5.9e-17","9.5e-03","2.8e-02","1.1e-19"
"11","camilatorralbos","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-06","7.0e-20","0.0e+00","2.1e-06","1.1e-19"
"12","camparimen","0.00235","0.00000","0.0294","0.083","0.0000","4.1e-05","2.3e-17","0.0e+00","2.5e-05","1.1e-19"
"13","Lady_Neko","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-05","9.1e-18","0.0e+00","1.1e-05","1.1e-19"
"14","jovenesporchile","0.00147","0.00000","0.0196","0.166","0.0000","5.1e-05","1.4e-17","0.0e+00","3.3e-05","1.1e-19"
"16","sinteticoteatro","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"17","Ego_Ipse","0.00059","0.00000","0.0098","0.249","0.0000","1.8e-05","5.5e-18","0.0e+00","1.2e-05","1.1e-19"
"18","camiloriffo","0.02113","0.00000","0.2386","0.332","0.0000","5.2e-03","2.0e-16","0.0e+00","3.6e-03","1.1e-19"
"19","Nicomgs","0.00352","0.00000","0.0425","0.083","0.0000","5.9e-02","3.3e-17","0.0e+00","4.0e-02","1.1e-19"
"20","YoSoyAllendista","0.00029","0.00000","0.0065","0.083","0.0000","2.0e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"21","marielaypunto","0.00029","0.00000","0.0065","0.083","0.0000","2.0e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"22","rodrigovega","0.00205","0.00000","0.0261","0.749","0.0000","3.7e-03","2.1e-17","0.0e+00","3.2e-03","1.1e-19"
"23","Marcelo_Osorio_","0.00088","0.00000","0.0131","0.332","0.0000","2.6e-05","9.1e-18","0.0e+00","1.7e-05","1.1e-19"
"24","natitita","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"25","jampaloide","0.00029","0.00000","0.0065","0.249","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"26","Seba__","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"27","pineramiente","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
