"","username","degree","indegree","outdegree","closeness","betweenness","hub","authority","clusterCoefficient","egenvector.centrality","page.rank"
"28","CarlosPaezS","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"29","RodrigoDiazm","0.00000","0.00000","0.0033","0.582","0.0000","3.2e-04","7.0e-20","0.0e+00","6.2e-04","1.1e-19"
"30","parubio","0.01115","0.00000","0.1275","0.582","0.0000","1.7e-01","1.1e-16","1.3e-03","1.2e-01","1.1e-19"
"32","millita_lino","0.00029","0.00000","0.0065","0.083","0.0000","2.0e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"33","okoll","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","8.8e-20","1.1e-19"
"34","jwalkered","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"35","huroncilla","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-05","9.1e-18","0.0e+00","1.1e-05","1.1e-19"
"36","Chacarero","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-05","9.1e-18","0.0e+00","1.1e-05","1.1e-19"
"37","NachaJSP","0.00235","0.00000","0.0294","0.083","0.0000","4.1e-05","2.3e-17","0.0e+00","2.5e-05","1.1e-19"
"38","guachacas","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-06","7.0e-20","0.0e+00","2.1e-06","1.1e-19"
"39","DonJoost","0.00205","0.00000","0.0261","0.083","0.0000","3.7e-05","2.1e-17","0.0e+00","2.3e-05","1.1e-19"
"40","caldo_de_cabeza","0.01732","0.00000","0.1961","0.083","0.0000","2.8e-04","1.7e-16","0.0e+00","1.7e-04","1.1e-19"
"42","valenzuelalevi","0.08952","0.00000","1.0000","0.916","0.0000","1.0e+00","8.6e-16","1.7e-04","8.1e-01","1.1e-19"
"43","rialarco","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-05","5.5e-18","0.0e+00","8.5e-06","1.1e-19"
"44","homeroh","0.00734","0.00000","0.0850","0.083","0.0000","1.2e-04","6.9e-17","0.0e+00","7.4e-05","1.1e-19"
"46","srcrispin","0.01203","0.00000","0.1373","0.582","0.0000","1.4e-01","1.2e-16","9.3e-03","1.1e-01","1.1e-19"
"47","Feuc","0.03111","0.00000","0.3497","0.833","0.0000","4.6e-01","2.9e-16","5.3e-04","3.2e-01","1.1e-19"
"49","fmunozv","0.00029","0.00000","0.0065","0.166","0.0000","4.5e-03","3.1e-18","0.0e+00","3.1e-03","1.1e-19"
"50","FdoSantibanez","0.00205","0.00000","0.0261","0.083","0.0000","3.6e-02","2.1e-17","0.0e+00","2.5e-02","1.1e-19"
"51","dnbravo","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"52","chilenoblack","0.00059","0.00000","0.0098","0.166","0.0000","2.6e-05","5.5e-18","0.0e+00","1.6e-05","1.1e-19"
"53","El_Dirigente","0.00323","0.00000","0.0392","0.083","0.0000","1.2e-04","3.1e-17","0.0e+00","7.7e-05","1.1e-19"
"54","isentropico","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"55","aimanen","0.02201","0.00000","0.2484","0.916","0.0000","2.4e-01","2.1e-16","2.8e-03","2.0e-01","1.1e-19"
"56","huevovasquez","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"57","baleri_","0.00411","0.00000","0.0490","0.249","0.0000","1.0e-04","4.0e-17","0.0e+00","6.1e-05","1.1e-19"
"58","LiaHata","0.00059","0.00000","0.0098","0.083","0.0000","4.1e-09","5.5e-18","0.0e+00","2.4e-09","1.1e-19"
"59","SuAlarcon","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"60","_renzo","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"61","TioLukacs","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-06","7.0e-20","0.0e+00","2.1e-06","1.1e-19"
"62","Tlinm","0.00352","0.00000","0.0425","0.582","0.0000","4.1e-02","3.3e-17","3.8e-02","3.3e-02","1.1e-19"
"63","anodien","0.00029","0.00000","0.0065","0.582","0.0000","6.5e-04","3.1e-18","0.0e+00","1.2e-03","1.1e-19"
"65","leorissetti","0.00088","0.00000","0.0131","0.582","0.0000","5.6e-03","9.1e-18","3.3e-01","4.7e-03","1.1e-19"
"66","RobertoSagredo","0.00000","0.00000","0.0033","0.582","0.0000","3.2e-04","7.0e-20","0.0e+00","6.2e-04","1.1e-19"
"67","gocampos","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-05","5.5e-18","0.0e+00","8.5e-06","1.1e-19"
"68","Chuqui","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"69","cotegaona","0.00000","0.00000","0.0033","0.083","0.0000","8.9e-07","7.0e-20","0.0e+00","5.7e-07","1.1e-19"
"70","Rafautonomista","0.00029","0.00000","0.0065","0.083","0.0000","1.8e-06","3.1e-18","0.0e+00","1.1e-06","1.1e-19"
"72","mellamanPia","0.00176","0.00000","0.0229","0.083","0.0000","3.2e-05","1.7e-17","0.0e+00","2.0e-05","1.1e-19"
"73","E_Riquelme_","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"74","arroyorodrigo","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-05","9.1e-18","0.0e+00","1.1e-05","1.1e-19"
"75","Danytrixx","0.00147","0.00000","0.0196","0.083","0.0000","2.8e-05","1.4e-17","0.0e+00","1.7e-05","1.1e-19"
"76","curicounido","0.00059","0.00000","0.0098","0.083","0.0000","4.1e-09","5.5e-18","0.0e+00","2.4e-09","1.1e-19"
"77","Cami__Galvez","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"78","alejandrosazo","0.00205","0.00000","0.0261","0.083","0.0000","1.1e-08","2.1e-17","0.0e+00","6.4e-09","1.1e-19"
"79","gmanen","0.00029","0.00000","0.0065","0.166","0.0000","1.6e-05","3.1e-18","0.0e+00","1.0e-05","1.1e-19"
"80","Bakacu","0.00029","0.00000","0.0065","0.083","0.0000","2.0e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"81","Seba_Aguilar","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"82","jiboncom","0.00792","0.00000","0.0915","0.582","0.0000","1.2e-01","7.6e-17","5.3e-03","8.2e-02","1.1e-19"
"84","maticlarke","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"86","latontapesa","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"87","patobancoestado","0.00029","0.00000","0.0065","0.083","0.0000","2.7e-09","3.1e-18","0.0e+00","1.6e-09","1.1e-19"
"88","Signuz","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"89","Salvador_Angulo","0.01702","0.00000","0.1928","0.166","0.0000","2.6e-04","1.6e-16","0.0e+00","1.5e-04","1.1e-19"
"90","GomezCamilo","0.00176","0.00000","0.0229","0.083","0.0000","7.0e-05","1.7e-17","0.0e+00","4.5e-05","1.1e-19"
"91","Matias_delamaza","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"92","Idelamaza","0.00029","0.00000","0.0065","0.083","0.0000","2.0e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"94","DaniCornejo","0.00059","0.00000","0.0098","0.582","0.0000","5.2e-03","5.5e-18","3.3e-01","4.4e-03","1.1e-19"
"96","GPGirardi","0.00029","0.00000","0.0065","0.582","0.0000","3.9e-03","3.1e-18","1.0e+00","3.8e-03","1.1e-19"
"97","653TwtPrize5","0.00000","0.00000","0.0033","0.083","0.0000","1.0e-05","7.0e-20","0.0e+00","6.4e-06","1.1e-19"
"99","maheian0","0.00000","0.00000","0.0033","0.582","0.0000","3.2e-04","7.0e-20","0.0e+00","6.2e-04","1.1e-19"
"100","felipeharboe","0.00059","0.00000","0.0098","0.166","0.0000","2.1e-05","5.5e-18","0.0e+00","1.4e-05","1.1e-19"
"101","nachorojas","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","1.4e-19","1.1e-19"
"102","elarellano","0.00176","0.00000","0.0229","0.083","0.0000","0.0e+00","1.7e-17","0.0e+00","1.4e-17","1.1e-19"
"103","de_lirare","0.00059","0.00000","0.0098","0.083","0.0000","0.0e+00","5.5e-18","0.0e+00","4.5e-18","1.1e-19"
"104","nosoyted","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","1.7e-19","1.1e-19"
"105","satyrtoro","0.00029","0.00000","0.0065","0.083","0.0000","0.0e+00","3.1e-18","0.0e+00","2.6e-18","1.1e-19"
"106","llagos","0.00029","0.00000","0.0065","0.083","0.0000","0.0e+00","3.1e-18","0.0e+00","2.6e-18","1.1e-19"
"107","claudiopietro","0.02612","0.00000","0.2941","0.833","0.0000","1.9e-01","2.5e-16","2.5e-03","1.4e-01","1.1e-19"
"108","Tamara_Ester","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"109","vasquezdaniela","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"110","sebacastillor","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-06","7.0e-20","0.0e+00","2.1e-06","1.1e-19"
"111","mitoyarzun","0.00000","0.00000","0.0033","0.582","0.0000","3.2e-04","7.0e-20","0.0e+00","6.2e-04","1.1e-19"
"112","rubenvejar","0.00029","0.00000","0.0065","0.083","0.0000","0.0e+00","3.1e-18","0.0e+00","2.4e-18","1.1e-19"
"113","AbelVegan","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","2.1e-19","1.1e-19"
"114","MaGoX","0.00029","0.00000","0.0065","0.083","0.0000","9.2e-06","3.1e-18","0.0e+00","5.7e-06","1.1e-19"
"115","fpmontt","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"116","anchubou","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"117","DexterFanWeb","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"118","AEscobarPM","0.01174","0.00000","0.1340","0.166","0.0000","4.7e-03","1.1e-16","0.0e+00","3.2e-03","1.1e-19"
"119","Juanesg","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-05","9.1e-18","0.0e+00","1.1e-05","1.1e-19"
"120","LilianaElena","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-05","9.1e-18","0.0e+00","1.1e-05","1.1e-19"
"121","bcnt02","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"122","GutiKine","0.00029","0.00000","0.0065","0.083","0.0000","9.2e-06","3.1e-18","0.0e+00","5.7e-06","1.1e-19"
"124","javita_m","0.01967","0.00000","0.2222","0.582","0.0000","2.8e-01","1.9e-16","4.0e-03","1.9e-01","1.1e-19"
"125","kornola","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"127","felipe_vera","0.01820","0.00000","0.2059","0.582","0.0000","1.9e-01","1.8e-16","4.6e-03","1.5e-01","1.1e-19"
"128","PanchoJeria","0.00059","0.00000","0.0098","0.582","0.0000","1.3e-02","5.5e-18","3.3e-01","9.4e-03","1.1e-19"
"129","vegetablerh","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"130","thoughtlifes","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-02","9.1e-18","0.0e+00","1.2e-02","1.1e-19"
"131","s_lehuede","0.00205","0.00000","0.0261","0.249","0.0000","1.4e-02","2.1e-17","3.6e-02","9.7e-03","1.1e-19"
"132","vakilla","0.00205","0.00000","0.0261","0.083","0.0000","3.6e-02","2.1e-17","0.0e+00","2.5e-02","1.1e-19"
"133","DeusDarkD","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"134","DonSaludador","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-05","5.5e-18","0.0e+00","8.5e-06","1.1e-19"
"135","jifaundez","0.00147","0.00000","0.0196","0.083","0.0000","2.8e-05","1.4e-17","0.0e+00","1.7e-05","1.1e-19"
"136","PotatoDono","0.00411","0.00000","0.0490","0.083","0.0000","6.9e-05","4.0e-17","0.0e+00","4.2e-05","1.1e-19"
"137","AlejandroDeBuin","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"138","bernitorres","0.00235","0.00000","0.0294","0.166","0.0000","2.5e-02","2.3e-17","2.8e-02","1.7e-02","1.1e-19"
"139","radutzan","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"140","politafuentes","0.00205","0.00000","0.0261","0.582","0.0000","3.3e-02","2.1e-17","3.6e-02","2.5e-02","1.1e-19"
"141","mermela","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"142","barryjuait","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"143","pabloubal","0.00646","0.00000","0.0752","0.083","0.0000","3.1e-08","6.1e-17","0.0e+00","1.8e-08","1.1e-19"
"144","GomezAtabales","0.01673","0.00000","0.1895","0.166","0.0000","2.0e-03","1.6e-16","0.0e+00","1.3e-03","1.1e-19"
"145","stephaniefalla","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"146","Croquevielle","0.00499","0.00000","0.0588","0.332","0.0000","4.6e-03","4.9e-17","0.0e+00","3.2e-03","1.1e-19"
"147","Parraseando","0.00147","0.00000","0.0196","0.249","0.0000","3.3e-05","1.4e-17","0.0e+00","2.0e-05","1.1e-19"
"148","rob_irarrazabal","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"149","davs88","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"151","pau_c_a","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"152","mcasadevall","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"153","LeonardoJofreR","0.00881","0.00000","0.1013","0.416","0.0000","3.1e-04","8.5e-17","0.0e+00","2.2e-04","1.1e-19"
"154","LucecitaInfante","0.00147","0.00000","0.0196","0.083","0.0000","2.7e-02","1.4e-17","0.0e+00","1.9e-02","1.1e-19"
"155","natus_loto","0.00147","0.00000","0.0196","0.083","0.0000","2.7e-02","1.4e-17","0.0e+00","1.9e-02","1.1e-19"
"156","Letaliter66","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"157","_Edu","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"159","elplanetadejosi","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"160","ChrisAlejandro","0.00029","0.00000","0.0065","0.083","0.0000","7.2e-05","3.1e-18","0.0e+00","4.5e-05","1.1e-19"
"161","pitiwipiti","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"162","kmcero","0.01027","0.00000","0.1176","0.332","0.0000","1.4e-01","1.0e-16","1.6e-03","9.3e-02","1.1e-19"
"164","Sofia_Errazuriz","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"165","Ues","0.00147","0.00000","0.0196","0.083","0.0000","2.7e-02","1.4e-17","0.0e+00","1.9e-02","1.1e-19"
"166","Lavozpasiva","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"167","Fearthesea","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"168","nadaseralomismo","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"169","Nxckz","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"170","la_despistada","0.00029","0.00000","0.0065","0.083","0.0000","9.2e-06","3.1e-18","0.0e+00","5.7e-06","1.1e-19"
"171","despistada_2","0.00029","0.00000","0.0065","0.083","0.0000","9.2e-06","3.1e-18","0.0e+00","5.7e-06","1.1e-19"
"172","urgentesebusca","0.00029","0.00000","0.0065","0.083","0.0000","9.2e-06","3.1e-18","0.0e+00","5.7e-06","1.1e-19"
"173","marisol22","0.00029","0.00000","0.0065","0.083","0.0000","9.2e-06","3.1e-18","0.0e+00","5.7e-06","1.1e-19"
"174","y0misma","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"175","Ariste_","0.00029","0.00000","0.0065","0.166","0.0000","4.1e-05","3.1e-18","0.0e+00","2.5e-05","1.1e-19"
"176","SrEduardoGuzman","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"177","_HernanR","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"178","ModelsTroupe","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"179","Jano_nu","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"180","riquelmeleiva","0.00000","0.00000","0.0033","0.083","0.0000","3.5e-09","7.0e-20","0.0e+00","2.0e-09","1.1e-19"
"181","soyparra","0.00029","0.00000","0.0065","0.083","0.0000","2.0e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"183","mauricioyagode","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-06","7.0e-20","0.0e+00","2.1e-06","1.1e-19"
"184","Fire_Voyager","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-06","7.0e-20","0.0e+00","2.1e-06","1.1e-19"
"185","pablochapav","0.01291","0.00000","0.1471","0.833","0.0000","8.7e-02","1.3e-16","8.1e-03","6.6e-02","1.1e-19"
"186","Lorechile","0.00147","0.00000","0.0196","0.083","0.0000","2.7e-02","1.4e-17","0.0e+00","1.9e-02","1.1e-19"
"187","makigarrido","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"188","camilabonilla","0.00059","0.00000","0.0098","0.582","0.0000","1.3e-02","5.5e-18","3.3e-01","9.4e-03","1.1e-19"
"189","deivi_cisarro","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"190","naticabreate","0.00059","0.00000","0.0098","0.249","0.0000","9.0e-03","5.5e-18","0.0e+00","6.2e-03","1.1e-19"
"191","_Mae_","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"192","jiyanez","0.00822","0.00000","0.0948","0.582","0.0000","1.3e-01","8.0e-17","2.5e-03","9.0e-02","1.1e-19"
"193","cristobaleando","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"194","tomasgcd","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"195","slakat","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-02","9.1e-18","0.0e+00","1.2e-02","1.1e-19"
"196","zonanext","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"197","ivanauta","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"198","vannevallet","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"200","polylla","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"201","mirzibloom","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"202","sergiovillegas","0.00029","0.00000","0.0065","0.166","0.0000","4.5e-03","3.1e-18","0.0e+00","3.1e-03","1.1e-19"
"203","ravenofstrom","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"204","Belara","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"205","mlmaureira","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-02","9.1e-18","0.0e+00","1.2e-02","1.1e-19"
"206","maritesanz","0.00470","0.00000","0.0556","0.083","0.0000","7.7e-02","4.4e-17","0.0e+00","5.3e-02","1.1e-19"
"207","borso_izquierdo","0.00059","0.00000","0.0098","0.582","0.0000","1.3e-02","5.5e-18","3.3e-01","9.4e-03","1.1e-19"
"208","janekeo","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"210","naldozepam","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"211","Claus_x","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"212","incompetencia","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-02","9.1e-18","0.0e+00","1.2e-02","1.1e-19"
"213","B0CANEGRA","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"214","AlvaroAguilarH","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"215","AlonsoQuevedo","0.00411","0.00000","0.0490","0.083","0.0000","6.8e-02","4.0e-17","0.0e+00","4.7e-02","1.1e-19"
"216","jmvalenzuelad","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-02","9.1e-18","0.0e+00","1.2e-02","1.1e-19"
"217","CristianSalgado","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"218","Mariani_ta","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"220","plhalcartegaray","0.00088","0.00000","0.0131","0.582","0.0000","1.6e-02","9.1e-18","1.7e-01","1.3e-02","1.1e-19"
"221","ValePedrero","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"222","rodrigogormaz","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"223","_calbhach","0.00235","0.00000","0.0294","0.083","0.0000","4.1e-02","2.3e-17","0.0e+00","2.8e-02","1.1e-19"
"224","Pacitaj","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"225","BenjaOlivares","0.00176","0.00000","0.0229","0.083","0.0000","3.2e-02","1.7e-17","0.0e+00","2.2e-02","1.1e-19"
"226","Mayela_A","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"227","SebaVedoya","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"228","Ekita_Sempai","0.01321","0.00000","0.1503","0.083","0.0000","2.1e-04","1.3e-16","0.0e+00","1.3e-04","1.1e-19"
"229","camilaalvear","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"230","Carla_Pia","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"231","DonPila","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"232","le_cerf_volant","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"233","Feuv","0.00704","0.00000","0.0817","0.083","0.0000","9.0e-04","6.8e-17","0.0e+00","5.6e-04","1.1e-19"
"234","Babu_flores","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"235","HernanAraya","0.00205","0.00000","0.0261","0.166","0.0000","2.6e-04","2.1e-17","3.6e-02","1.6e-04","1.1e-19"
"236","mafaldiita","0.00029","0.00000","0.0065","0.083","0.0000","7.2e-05","3.1e-18","0.0e+00","4.5e-05","1.1e-19"
"237","GonzaloLarenas","0.00059","0.00000","0.0098","0.249","0.0000","4.6e-03","5.5e-18","3.3e-01","3.1e-03","1.1e-19"
"238","Danielcamposm","0.00029","0.00000","0.0065","0.083","0.0000","7.2e-05","3.1e-18","0.0e+00","4.5e-05","1.1e-19"
"239","UniversiaChile","0.01115","0.00000","0.1275","0.166","0.0000","1.7e-01","1.1e-16","0.0e+00","1.2e-01","1.1e-19"
"240","PerisHilton","0.00088","0.00000","0.0131","0.083","0.0000","1.4e-04","9.1e-18","0.0e+00","8.9e-05","1.1e-19"
