"","username","degree","indegree","outdegree","closeness","betweenness","hub","authority","clusterCoefficient","egenvector.centrality","page.rank"
"1","solevargas",0.0136986301369863,0,0.0615384615384615,0.246341463414642,0,2.6340790171594e-05,3.04265449082055e-17,0,2.37664824271805e-05,0
"2","gonzalozapataz",0.132420091324201,0,0.461538461538462,0.746305418719211,0,0.355239722468531,2.56452307083446e-16,0.00229885057471264,0.324799304717518,0
"3","leorissetti",0.0091324200913242,0,0.0461538461538462,0.246341463414642,0,0.00307159300419565,1.82559269449233e-17,0,0.00281251209889272,0
"4","camimz",0.0547945205479452,0,0.2,1,0,0.0263905235709821,1.03450252687899e-16,0.0128205128205128,0.0254723585936209,0
"5","Feuc",0.0228310502283105,0,0.0923076923076923,0.246341463414642,0,0.0950430734600511,4.4335822580528e-17,0,0.0860988152567953,0
"6","lorenacarus",0,0,0.0153846153846154,0.246341463414642,0,6.58519754289851e-06,1.73865970904031e-18,0,5.94162060679517e-06,0
"7","FilipePedro",0,0,0.0153846153846154,0.246341463414642,0,0.0158405122433418,1.73865970904031e-18,0,0.0143498025427992,0
"8","Diego_delagente",0,0,0.0153846153846154,0.246341463414642,0,0.0158405122433418,1.73865970904031e-18,0,0.0143498025427992,0
"9","Tlinm",0.0091324200913242,0,0.0461538461538462,0.49509803921569,0,0.0164457793499612,1.82559269449233e-17,0.333333333333333,0.0178284271209495,0
"10","RobertoSagredo",0.0273972602739726,0,0.107692307692308,0.745074009996157,0,0.00500335799885655,6.17224196709311e-17,0,0.00896795299908247,0
"11","javita_m",0.0410958904109589,0,0.153846153846154,0.746305418719211,0,0.128050595834776,8.25863361794148e-17,0.0222222222222222,0.117475236664433,0
"12","laboucherouge",0,0,0.0153846153846154,0.493878673393757,0,0.000302633553309673,1.73865970904031e-18,0,0.00173931228907517,0
"13","naupuc",0.210045662100457,0.199004975124378,0.107692307692308,0.246341463414642,1,0.110883585703393,0.0191050357880242,0.00832562442183164,0.121208099128023,0.0479414835164835
"14","valenzuelalevi",0.292237442922374,0,1,0.49509803921569,0,1,5.20728582857574e-16,0,0.905912568262279,0
"15","choriflai",0,0,0.0153846153846154,0.246341463414642,0,0.0158405122433418,1.73865970904031e-18,0,0.0143498025427992,0
"16","anibalignacio",0,0,0.0153846153846154,0.246341463414642,0,0.0158405122433418,1.73865970904031e-18,0,0.0143498025427992,0
"17","naestibill",0,0,0.0153846153846154,0.246341463414642,0,0.0158405122433418,1.73865970904031e-18,0,0.0143498025427992,0
"18","renatoverdugo",0,0,0.0153846153846154,0.246341463414642,0,0.0158405122433418,1.73865970904031e-18,0,0.0143498025427992,0
"19","jleytong",0.0410958904109589,0,0.153846153846154,0.49509803921569,0,0.113955178707589,8.25863361794148e-17,0,0.103261129898487,0
"20","nemu8",0,0,0.0153846153846154,0.246341463414642,0,0.0158405122433418,1.73865970904031e-18,0,0.0143498025427992,0
