"","date","time","type","count","datetime"
"1",2013-10-14,"12:41:34","people",0,2013-10-14 12:41:34
"2",2013-10-16,"01:31:09","people",1,2013-10-16 01:31:09
"3",2013-10-16,"01:33:22","people",2,2013-10-16 01:33:22
"4",2013-10-16,"16:34:19","people",3,2013-10-16 16:34:19
"5",2013-10-16,"16:39:06","people",4,2013-10-16 16:39:06
"6",2013-10-16,"16:47:21","people",5,2013-10-16 16:47:21
"7",2013-10-16,"19:05:56","people",6,2013-10-16 19:05:56
"8",2013-10-17,"02:24:17","people",7,2013-10-17 02:24:17
"9",2013-10-17,"02:25:18","people",8,2013-10-17 02:25:18
"10",2013-10-17,"02:27:18","people",9,2013-10-17 02:27:18
"11",2013-10-17,"02:38:59","people",10,2013-10-17 02:38:59
"12",2013-10-17,"02:39:31","people",11,2013-10-17 02:39:31
"13",2013-10-17,"03:02:14","movs",0,2013-10-17 03:02:14
"14",2013-10-17,"03:07:23","people",12,2013-10-17 03:07:23
"15",2013-10-17,"04:04:27","people",13,2013-10-17 04:04:27
"16",2013-10-17,"04:55:45","movs",1,2013-10-17 04:55:45
"17",2013-10-17,"05:23:51","media",0,2013-10-17 05:23:51
"18",2013-10-17,"07:38:40","people",14,2013-10-17 07:38:40
"19",2013-10-17,"11:20:51","people",15,2013-10-17 11:20:51
"20",2013-10-17,"11:21:11","people",16,2013-10-17 11:21:11
"21",2013-10-17,"11:21:34","people",17,2013-10-17 11:21:34
"22",2013-10-17,"11:24:40","people",18,2013-10-17 11:24:40
"23",2013-10-17,"11:30:18","people",19,2013-10-17 11:30:18
"24",2013-10-17,"11:54:01","people",20,2013-10-17 11:54:01
"25",2013-10-17,"12:01:20","people",21,2013-10-17 12:01:20
"26",2013-10-17,"12:03:11","people",22,2013-10-17 12:03:11
"27",2013-10-17,"12:22:39","people",23,2013-10-17 12:22:39
"28",2013-10-17,"12:23:37","people",24,2013-10-17 12:23:37
"29",2013-10-17,"12:39:58","people",25,2013-10-17 12:39:58
"30",2013-10-17,"12:44:52","people",26,2013-10-17 12:44:52
"31",2013-10-17,"12:45:45","people",27,2013-10-17 12:45:45
"32",2013-10-17,"12:46:08","media",1,2013-10-17 12:46:08
"33",2013-10-17,"12:47:16","people",28,2013-10-17 12:47:16
"34",2013-10-17,"12:48:22","people",29,2013-10-17 12:48:22
"35",2013-10-17,"12:50:25","people",30,2013-10-17 12:50:25
"36",2013-10-17,"12:50:25","people",31,2013-10-17 12:50:25
"37",2013-10-17,"12:51:32","people",32,2013-10-17 12:51:32
"38",2013-10-17,"12:52:37","people",33,2013-10-17 12:52:37
"39",2013-10-17,"12:56:10","people",34,2013-10-17 12:56:10
