"","date","leaders","orgs","people","movs","medios","celebrities"
"1","2013-05-28","0","0","1.0000","0.0000","0","0"
"2","2013-06-01","1","0","1.0000","0.0000","0","0"
"3","2013-06-02","0","0","1.5000","0.0000","0","0"
"4","2013-06-03","0","0","1.0000","0.0000","0","0"
"5","2013-06-07","0","0","1.0000","0.0000","0","0"
"6","2013-06-08","0","0","1.2857","0.0000","0","0"
"7","2013-06-10","0","0","1.0000","0.0000","0","0"
"8","2013-06-11","1","0","1.0000","0.0000","0","0"
"9","2013-06-12","0","0","1.2500","2.0000","0","0"
"10","2013-06-13","1","2","1.9628","4.3333","0","0"
"11","2013-06-14","0","0","1.2000","0.0000","0","0"
"12","2013-06-16","0","0","1.0000","0.0000","0","0"
"13","2013-06-19","0","0","1.0000","0.0000","0","0"
"14","2012-09-07","0","1","0.0000","0.0000","0","0"
"15","2012-09-11","1","0","0.0000","1.0000","0","0"
"16","2011-10-06","0","0","1.0000","0.0000","0","0"
"17","2011-10-12","0","0","1.0000","0.0000","0","0"
