"","date","leaders","orgs","people","movs","medios","celebrities"
"1","2012-05-03","0","0","1.0000"," 0.000","0.0","0"
"2","2012-06-26","0","0","1.0000"," 0.000","0.0","0"
"3","2012-07-02","0","0","1.0000"," 0.000","0.0","0"
"4","2012-07-04","0","0","1.0000"," 0.000","0.0","0"
"5","2012-07-05","1","0","0.0000"," 0.000","0.0","0"
"6","2012-08-21","0","0","1.0000"," 0.000","0.0","0"
"7","2012-08-22","0","0","1.1667"," 1.000","0.0","0"
"8","2013-08-25","0","0","1.0000"," 0.000","0.0","0"
"9","2012-08-28","0","0","1.3333"," 1.000","0.0","0"
"10","2013-08-29","1","0","0.0000"," 0.000","0.0","0"
"11","2013-08-30","0","1","1.0000"," 0.000","0.0","0"
"12","2013-08-31","0","0","1.0000"," 0.000","0.0","0"
"13","2013-09-01","0","0","1.2500"," 0.000","0.0","0"
"14","2013-09-02","0","0","1.1667"," 0.000","0.0","0"
"15","2013-09-03","0","0","1.0000"," 0.000","0.0","0"
"16","2013-09-04","0","0","1.0000"," 0.000","0.0","0"
"17","2013-09-05","0","1","1.6129"," 1.000","7.5","0"
"18","2013-09-06","0","0","1.0909"," 0.000","0.0","0"
"19","2013-09-11","0","0","1.0000"," 0.000","0.0","0"
"20","2013-09-12","0","0","1.1250"," 0.000","0.0","0"
"21","2013-09-13","0","0","1.7105"," 1.000","0.0","0"
"22","2013-09-14","0","0","1.0000"," 0.000","0.0","0"
"23","2013-09-16","0","0","1.5000"," 0.000","0.0","0"
"24","2013-09-19","0","0","1.0000"," 0.000","0.0","0"
"25","2013-09-20","0","0","1.1154"," 0.000","0.0","0"
"26","2013-09-21","0","0","1.0000"," 0.000","0.0","0"
"27","2013-09-23","0","0","1.1667"," 0.000","0.0","0"
"28","2013-09-24","1","0","1.8462","12.000","0.0","0"
"29","2013-09-25","0","0","2.5789"," 4.000","0.0","0"
"30","2013-09-26","0","0","1.6111"," 8.000","0.0","2"
"31","2013-09-27","0","0","1.5946"," 1.000","0.0","1"
"32","2013-09-28","0","0","1.2727"," 1.000","0.0","0"
"33","2013-09-29","0","0","0.0000"," 3.500","0.0","1"
"34","2013-09-30","0","0","1.2895"," 1.000","1.0","1"
"35","2013-10-01","0","0","1.2083"," 1.000","0.0","1"
"36","2013-10-02","0","0","1.4000"," 2.000","0.0","0"
"37","2013-10-03","1","0","1.6339"," 4.500","0.0","0"
"38","2013-10-04","0","0","2.7865"," 5.500","0.0","0"
"39","2013-10-05","1","0","1.6313","11.667","0.0","2"
"40","2013-10-06","0","0","1.5333"," 6.000","0.0","0"
"41","2013-10-07","0","0","1.1667"," 2.000","0.0","0"
"42","2013-10-08","0","0","1.0000"," 0.000","0.0","0"
"43","2013-10-10","0","0","1.0000"," 0.000","0.0","0"
"44","2013-10-16","0","0","1.0000"," 0.000","0.0","0"
"45","2013-10-21","0","0","1.0000"," 0.000","0.0","0"
"46","2013-10-30","0","0","1.0000"," 0.000","0.0","0"
"47","2012-12-03","0","0","1.0000"," 0.000","0.0","0"
"48","2012-12-05","0","0","1.5000"," 0.000","0.0","0"
