"","date","leaders","orgs","people","movs","medios","celebrities"
"1","2011-01-02","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"2","2012-01-03","0.0000","0.0000","2.0000","0.0000"," 0.0000","0"
"3","2011-01-04","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"4","2013-01-08","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"5","2011-01-10","0.0000","0.0000","2.0000","0.0000"," 0.0000","0"
"6","2011-01-15","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"7","2011-01-19","0.0000","0.0000","1.2500","0.0000"," 0.0000","0"
"8","2011-01-20","0.0000","0.0000","1.6923","0.0000"," 0.0000","0"
"9","2011-01-21","0.0000","0.0000","2.0000","0.0000"," 0.0000","0"
"10","2011-01-22","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"11","2011-01-26","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"12","2012-01-28","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"13","2011-02-03","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"14","2012-02-05","0.0000","0.0000","2.0000","0.0000"," 0.0000","0"
"15","2012-02-06","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"16","2012-02-12","0.0000","0.0000","0.0000","0.0000"," 1.0000","0"
"17","2011-02-17","0.0000","0.0000","1.0800","0.0000"," 0.0000","0"
"18","2013-02-17","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"19","2011-02-18","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"20","2012-02-20","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"21","2012-02-24","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"22","2011-03-01","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"23","2012-03-01","0.0000","0.0000","1.0000","1.0000"," 1.0000","1"
"24","2013-03-03","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"25","2012-03-05","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"26","2012-03-07","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
"27","2012-03-12","0.0000","0.0000","1.0000","0.0000"," 0.0000","0"
