"","date","leaders","orgs","people","movs","medios","celebrities"
"1","2013-04-12","0.0000","0.0","1.0000","0.0000","0.00","0"
"2","2013-04-13","0.0000","0.0","1.0000","0.0000","0.00","0"
"3","2013-04-14","0.0000","0.0","1.0000","0.0000","0.00","0"
"4","2013-04-25","0.0000","0.0","1.0000","0.0000","0.00","0"
"5","2013-06-12","0.0000","0.0","1.0000","0.0000","0.00","0"
"6","2013-07-03","0.0000","0.0","1.0000","0.0000","0.00","0"
"7","2013-07-05","0.0000","0.0","1.0000","0.0000","0.00","0"
"8","2012-08-19","2.5714","0.0","3.2500","3.0000","0.00","0"
"9","2012-08-20","2.3333","1.5","1.7190","2.6667","1.75","1"
"10","2012-08-21","1.4286","1.0","1.4516","1.0000","1.00","0"
"11","2012-08-22","1.0000","1.0","1.2308","1.0000","0.00","0"
"12","2012-08-23","1.6000","0.0","1.5333","1.0000","1.00","0"
"13","2012-08-24","1.0000","1.0","1.2083","1.0000","0.00","0"
"14","2012-08-25","1.0000","0.0","1.3214","1.0000","0.00","0"
"15","2012-08-26","1.5000","0.0","1.3590","1.0000","0.00","0"
"16","2012-08-27","1.3333","0.0","0.0000","2.5000","1.50","1"
"17","2012-08-28","0.0000","1.0","1.1837","0.0000","1.00","0"
"18","2012-08-29","1.0000","1.0","1.4000","0.0000","0.00","0"
"19","2012-08-30","0.0000","0.0","1.3333","0.0000","0.00","0"
"20","2012-08-31","1.0000","1.0","1.0000","1.0000","0.00","0"
"21","2012-09-02","0.0000","0.0","1.0000","0.0000","0.00","0"
"22","2012-09-03","0.0000","0.0","1.1250","0.0000","0.00","0"
"23","2012-09-04","0.0000","0.0","1.0000","0.0000","0.00","0"
"24","2012-09-05","0.0000","0.0","1.0000","0.0000","0.00","0"
"25","2012-09-06","0.0000","0.0","1.0000","0.0000","0.00","0"
"26","2012-09-07","0.0000","1.0","1.0000","0.0000","0.00","0"
"27","2012-09-08","0.0000","0.0","1.1000","0.0000","0.00","0"
"28","2012-09-09","0.0000","0.0","1.1667","0.0000","0.00","0"
"29","2012-09-10","1.0000","0.0","0.0000","0.0000","0.00","0"
"30","2012-09-11","0.0000","0.0","1.0000","0.0000","0.00","0"
"31","2012-09-12","0.0000","0.0","1.0000","0.0000","0.00","0"
"32","2012-09-13","0.0000","0.0","1.0000","0.0000","0.00","0"
"33","2012-09-14","0.0000","0.0","1.0000","0.0000","0.00","0"
"34","2012-09-15","0.0000","0.0","1.2857","0.0000","0.00","0"
"35","2012-09-16","0.0000","0.0","1.0000","0.0000","0.00","0"
"36","2012-09-17","1.0000","1.0","1.0000","0.0000","0.00","0"
"37","2012-09-20","0.0000","0.0","1.0000","0.0000","0.00","0"
"38","2012-10-02","0.0000","0.0","1.0000","0.0000","0.00","0"
"39","2012-10-05","0.0000","0.0","1.0000","0.0000","0.00","0"
"40","2012-10-09","0.0000","0.0","1.0000","0.0000","0.00","0"
"41","2012-10-14","0.0000","0.0","1.0000","0.0000","0.00","0"
"42","2012-10-15","0.0000","0.0","1.0000","0.0000","0.00","0"
"43","2012-10-17","0.0000","0.0","1.0000","0.0000","0.00","0"
"44","2012-10-26","0.0000","0.0","1.4118","0.0000","0.00","0"
"45","2012-10-27","1.0000","0.0","0.0000","0.0000","0.00","0"
"46","2012-10-28","0.0000","1.0","1.0000","0.0000","0.00","0"
"47","2012-11-11","0.0000","0.0","1.0000","0.0000","0.00","0"
"48","2012-11-12","0.0000","0.0","1.0000","0.0000","0.00","0"
