"","user","degree"
"56","clauyara","9"
"53","sebagamboa_","7"
"50","esopino","5"
"52","cdbarrie","4"
"41","espantachuncho","3"
"59","secundarios","3"
"61","chaameelaa","3"
"1","vasquez_rodrigo","2"
"14","gabrielboric","2"
"29","difamadores","2"
"54","elchedelosgays","2"
"55","pablo9788","2"
"57","feusach","2"
"58","goyarzun","2"
"12","ulriksen_r","1"
"21","radio_tierra","1"
"51","ceemeve","1"
"60","fpairo","1"
"62","andreiii","1"
"63","_coonny","1"
"2","marioorellanag","0"
"3","FACTORABSOLUTO","0"
"4","VodkaArandano","0"
"5","MovilizateChile","0"
"6","Nanepazz","0"
"7","Nescobar_","0"
"8","claaaaaaa_u","0"
"9","MuroCiudadano","0"
"10","isaacdavy","0"
"11","MoisesParedesR","0"
"13","FFPUNTITO","0"
"15","ranceblackmetal","0"
"16","LuzPatriciaLeal","0"
"17","NoamTitelman","0"
"18","diavendano","0"
"19","janog97700747","0"
"20","Rodrigohvilches","0"
"22","xkako","0"
"23","Sergioalva56","0"
"24","Weyehuinca","0"
"25","TerapiadeAbejas","0"
"26","ditomunozz","0"
"27","pitchel_jota","0"
"28","FZavalaJara","0"
"30","marxismo_cl","0"
"31","NadaQEsconder","0"
"32","DefensoriaEstud","0"
"33","Movilizatecl","0"
"34","accion_usach","0"
"35","cpconciencia","0"
"36","MaJoseJansana","0"
"37","magiastral","0"
"38","sebastafari","0"
"39","marilynvolpi","0"
"40","Majovimi","0"
"42","alonsogonzalez_","0"
"43","Olarraguibel","0"
"44","Narross","0"
"45","VeroPMunoz","0"
"46","Techouna69","0"
"47","YAHIR_FRNA","0"
"48","Sergio_Ponce_","0"
"49","_thecode","0"
