"","user","degree"
"1279","camila_vallejo","220"
"990","rvfradiopopular","203"
"1291","el_dinamo","184"
"726","inti_illimani","103"
"40","mgoyenechea"," 73"
"1284","ccp_movilizada"," 37"
"1385","lidersanantonio"," 31"
"1375","enrique2009"," 28"
"14","sombraroja"," 25"
"835","elquintopoder"," 25"
"1305","u_informado"," 25"
"1147","soychilecl"," 23"
"875","sentidoscomunes"," 20"
"771","renenaranjo"," 19"
"1349","manuel_guerrero"," 18"
"558","frannajoes"," 17"
"1225","aleconcejala"," 17"
"1341","clauyara"," 16"
"1278","difamadores"," 15"
"1295","panchofigueroa"," 13"
"1318","mariebecar"," 13"
"32","70torinoman"," 12"
"1309","pablorebolledo"," 12"
"1250","camiloigor"," 11"
"1290","brionesantonio"," 11"
"402","vale23"," 10"
"1351","cronicacurico"," 10"
"461","mattacerna","  9"
"555","carvallo58","  9"
"620","ditomunozz","  9"
"10","radicalyfeliz","  8"
"39","cami_carrascoh","  8"
"1163","mercuriovalpo","  8"
"1310","cesucm","  8"
"1336","rod_orellana","  8"
"1371","cro_camilo_js","  8"
"551","miryamce","  7"
"713","gonzalocidv","  7"
"1150","soyarica","  7"
"1301","ceemeve","  7"
"1350","cokep","  7"
"1362","manueldequinto","  7"
"1389","prensaopal","  7"
"18","estrellamonroy","  6"
"453","mixsodareloaded","  6"
"1211","marioorellanag","  6"
"1283","velagrau","  6"
"1308","jsusach","  6"
"1321","elisaruz","  6"
"1352","c2rq","  6"
"2","ierrazuriz_","  5"
"9","mlobosg","  5"
"15","exfiona","  5"
"21","lorena_blu","  5"
"527","emedeche","  5"
"1036","en140cl","  5"
"1205","elmovilperpetuo","  5"
"1248","sanromantoco","  5"
"1277","fabitagutierrez","  5"
"1280","gabrielboric","  5"
"1302","sboric","  5"
"1314","ricardo_galaz","  5"
"1333","quevedovicky","  5"
"1369","juanjosesilva","  5"
"1376","elnaveghable","  5"
"31","miguebustamante","  4"
"405","espantachuncho","  4"
"994","adri16","  4"
"1210","pepoglatz","  4"
"1251","florespipe","  4"
"1319","secundarios","  4"
"1326","fcocastrob","  4"
"1331","rosaalmarza1","  4"
"1332","ivansalinasb","  4"
"1335","jovenyaprendiz","  4"
"1356","ccornejoa","  4"
"1365","m_garreton","  4"
"11","clarypm","  3"
"215","sebagamboa_","  3"
"459","jaimegajardo","  3"
"562","profitador","  3"
"953","laotravoz","  3"
"1034","alpezmar","  3"
"1041","karenmoure","  3"
"1165","ellanquihue","  3"
"1231","profesnunoa","  3"
"1241","mike_schurri","  3"
"1273","panxocardenas","  3"
"1282","labeasanchez","  3"
"1293","anefchile","  3"
"1297","jorbritoh","  3"
"1307","_thecode","  3"
"1313","carilemu","  3"
"1315","sebavielmas","  3"
"1320","palojarareisz","  3"
"1323","joan_lc","  3"
"1325","aljandrarios","  3"
"1328","paugutie","  3"
"1329","ellimachino1960","  3"
"1334","niu_uchile","  3"
"1353","cacerolachilena","  3"
"1361","nikost","  3"
"1373","joacosantibanez","  3"
"1377","vamosdenuevo","  3"
"1383","valenzuelalevi","  3"
"28","generacion80","  2"
"106","elciruela","  2"
"352","ceap_uchile","  2"
"585","barrocoaustral","  2"
"633","yiltricox","  2"
"754","esopino","  2"
"831","claudiomunozr","  2"
"833","misharf","  2"
"865","dogo2013","  2"
"901","eldia_hleyton","  2"
"1157","austral_losrios","  2"
"1196","franperalesf","  2"
"1203","gaston_gomezc","  2"
"1215","juliomazarino","  2"
"1219","dude_felipe","  2"
"1224","pedrolivares","  2"
"1232","jennifer_mesc","  2"
"1234","elabullangero","  2"
"1242","pocketvivi","  2"
"1261","cadaunante","  2"
"1286","jcoulon","  2"
"1294","elsurcl","  2"
"1299","seba_pino_h","  2"
"1306","factorabsoluto","  2"
"1312","gmobastias","  2"
"1330","feul_osorno","  2"
"1337","anonchilean","  2"
"1346","mavargasa","  2"
"1348","ivanexxx69","  2"
"1359","rfincheira","  2"
"1370","jotapecanales","  2"
"1379","lautarobruhn","  2"
"1387","emunozin","  2"
"5","malaonda2010","  1"
"8","daimosan","  1"
"12","krinitaf","  1"
"23","rmillanr","  1"
"34","rod_almarza","  1"
"35","nestoraly","  1"
"50","cgonzalezja","  1"
"92","feusach","  1"
"260","gaspar4334","  1"
"380","_hexagram_","  1"
"414","brigadachacon","  1"
"432","claudiacecili24","  1"
"486","mrosenzvaig","  1"
"491","pirata52","  1"
"685","elperrotracio","  1"
"688","dip_schilling","  1"
"745","adrirojitas2","  1"
"786","marioasis","  1"
"822","fjfzab","  1"
"853","mbmradio","  1"
"899","cathyneko","  1"
"975","feummagallanes","  1"
"1021","josuevegatoro","  1"
"1057","cvivausach","  1"
"1088","elchedelosgays","  1"
"1123","pspfuturofm","  1"
"1164","laestrellavalpo","  1"
"1199","rodrigo_ogalde","  1"
"1202","sonoramajor","  1"
"1228","juangodoyc","  1"
"1233","p_mora_g","  1"
"1239","ximvenegasc","  1"
"1253","javiparada","  1"
"1259","gorrionciilla","  1"
"1260","zurdo_bohemio","  1"
"1267","ricardoandres_v","  1"
"1268","juan_ecorrea","  1"
"1276","pupi_flores","  1"
"1281","kazema8","  1"
"1285","chilepatetico","  1"
"1287","ludwitja","  1"
"1288","goveme","  1"
"1289","ortizmiguel","  1"
"1292","esasinomas","  1"
"1296","isiruizg","  1"
"1298","panchitoduque","  1"
"1300","felipekdark","  1"
"1303","mesup_chile","  1"
"1304","felipegamboa","  1"
"1311","alvmunozf","  1"
"1316","gonzgonzalo","  1"
"1317","miguelgaraym","  1"
"1322","dagovasquez","  1"
"1324","caaropaz","  1"
"1327","maxbarata","  1"
"1338","littleminilili","  1"
"1339","inti_illimani1h","  1"
"1340","halunkevalnor","  1"
"1342","carancibia2","  1"
"1343","tv_fotech","  1"
"1344","__mota_","  1"
"1345","marcelamomberg","  1"
"1347","gc_marines","  1"
"1354","chilecompa","  1"
"1355","dejamon","  1"
"1357","claudia_mix","  1"
"1358","terapiadeabejas","  1"
"1360","comeastillas","  1"
"1363","onetabo","  1"
"1364","ameza_apablaza","  1"
"1366","elxnaashhoo","  1"
"1367","mhilsenrad","  1"
"1368","nikilivil","  1"
"1372","pbarra_p","  1"
"1374","inpolitic","  1"
"1378","anais__valeria","  1"
"1380","izqautonoma","  1"
"1381","fabiancastrog","  1"
"1382","sebita_seba","  1"
"1384","rubenalexei","  1"
"1386","laestrelladeqta","  1"
"1388","gvelastegui","  1"
"1390","ginniasa","  1"
"1391","el_jere","  1"
"1392","grimalditwit","  1"
"1393","juan_urra","  1"
"1394","monlaferte","  1"
"1395","rochiopal","  1"
