"","user","degree"
"3029","camila_vallejo","733"
"482","rvfradiopopular","345"
"23","ccp_movilizada","290"
"1553","mesup_chile","281"
"168","gabrielboric","241"
"47","espantachuncho","145"
"900","feusach","127"
"3033","soychilecl","127"
"669","difamadores","125"
"29","ditomunozz","109"
"6","sentidoscomunes"," 90"
"1159","el_dinamo"," 85"
"7","oposicionpinera"," 64"
"849","elquintopoder"," 54"
"515","cpulgarpinaud"," 51"
"1892","elciruela"," 50"
"1426","u_informado"," 46"
"2326","amaranto69"," 42"
"3076","tomalafacultad"," 41"
"2963","secundarios"," 39"
"51","cami_carrascoh"," 38"
"918","_isabelsalgado"," 38"
"2975","emiliamalig"," 38"
"1527","panchofigueroa"," 36"
"137","sebagamboa_"," 35"
"3044","recarex"," 35"
"3030","ccuevasz"," 32"
"920","link_anarquista"," 31"
"904","elobservatodo"," 30"
"1094","velagrau"," 30"
"3007","valenzuelalevi"," 30"
"1240","marioorellanag"," 28"
"2935","rodrigo410"," 28"
"3089","austral_losrios"," 27"
"3090","soyvalparaiso"," 27"
"4","sboric"," 25"
"122","pameulrika"," 24"
"3066","mercuriovalpo"," 24"
"706","de_humanizer"," 23"
"3052","gioviluna"," 23"
"3081","ellanquihue"," 23"
"65","ceaceotres"," 22"
"439","zuargo"," 22"
"2405","radio_tierra"," 22"
"53","enrique2009"," 20"
"3074","soyarica"," 20"
"2952","goyarzun"," 19"
"3189","alfredovielmav"," 19"
"76","sebastiancaiceo"," 18"
"603","papurri_pop"," 18"
"420","loretofdz"," 17"
"1478","feudlaconce"," 17"
"2893","manuel_guerrero"," 17"
"3034","izqautonoma"," 17"
"5","pandorolof"," 16"
"632","maneriquelme"," 16"
"1366","despinoza90"," 14"
"1540","jorbritoh"," 14"
"39","frannajoes"," 13"
"58","camiloriffo"," 13"
"2984","lyanezc"," 13"
"3124","elizecs"," 13"
"59","mark35d"," 12"
"874","horejachile"," 12"
"1776","lautarobruhn"," 12"
"2545","laestrellavalpo"," 12"
"2978","cata_lamatta"," 12"
"3100","soyconcepcion"," 12"
"1","ierrazuriz_"," 11"
"853","catalinabestia"," 11"
"1361","xkako"," 11"
"3112","soyvaldiviacl"," 11"
"3184","atreveteudp"," 11"
"15","astorgapablo"," 10"
"24","radicalyfeliz"," 10"
"3107","mercurioafta"," 10"
"3113","manuelerazosoto"," 10"
"3152","danirslz"," 10"
"3167","teatrolamemoria"," 10"
"46","verde_olivo","  9"
"1099","jzavalae","  9"
"1769","pecatore","  9"
"2892","aleconcejala","  9"
"3068","elsurcl","  9"
"3114","factorabsoluto","  9"
"3240","csanchezrozas","  9"
"3253","zapatosdenina","  9"
"88","stgoslm","  8"
"144","ginniasa","  8"
"212","clarypm","  8"
"779","clauyara","  8"
"1502","felipevargasr","  8"
"2413","labeasanchez","  8"
"3013","camiloigor","  8"
"3099","cristpineda","  8"
"3136","valefiguer","  8"
"3237","sofiamalig","  8"
"17","abdon_julio","  7"
"79","margamarcha","  7"
"131","vale23","  7"
"198","profesnunoa","  7"
"262","carvallo58","  7"
"334","tvparachile","  7"
"367","el_institutano","  7"
"1187","creceruc","  7"
"1761","exfiona","  7"
"1767","joseperaltac","  7"
"1863","vlatorre","  7"
"1975","claester","  7"
"2411","niko_sepulveda","  7"
"2837","lautaro_83","  7"
"3032","vale_carvajalg","  7"
"3051","radioplaceres","  7"
"3078","austral_osorno","  7"
"3095","mautolosa","  7"
"3190","steve_sk8","  7"
"3192","ptyzosb","  7"
"3235","alejba","  7"
"3271","mercible","  7"
"48","jchnaide","  6"
"82","guenumans","  6"
"107","mattacerna","  6"
"720","esopino","  6"
"776","maulen_ale","  6"
"863","marjoriecuello","  6"
"1701","luisgarciahsj","  6"
"2222","universitecl","  6"
"3041","simplexdi3","  6"
"3061","ivanexxx69","  6"
"3094","sebafarfans","  6"
"3134","lolita_top","  6"
"3138","jornacio","  6"
"3164","josepbenitez","  6"
"3197","dankored","  6"
"27","vamosdenuevo","  5"
"61","fzunigas","  5"
"84","danny_millar","  5"
"550","nikodelpuerto","  5"
"735","agarciagv","  5"
"748","trolky","  5"
"948","tierrarevuelta","  5"
"1098","jobecerra","  5"
"1490","noxelgrande","  5"
"1872","felipekdark","  5"
"2429","raecheco","  5"
"2995","kike_orrego","  5"
"3020","pjansana","  5"
"3073","lidersanantonio","  5"
"3084","mirymoraa","  5"
"3103","estrellachiloe","  5"
"3108","juankjar","  5"
"3176","priosleal","  5"
"3201","jozelochajtur","  5"
"3208","florespineda","  5"
"3220","josegbl","  5"
"3281","uchileradio","  5"
"26","colpoderpopular","  4"
"62","ceicciucen","  4"
"101","rsanchezc1","  4"
"250","majesus_escobar","  4"
"417","rodrigodurancan","  4"
"646","bernaic","  4"
"757","jmjarry","  4"
"856","elperrotracio","  4"
"1032","fkfreire","  4"
"1719","carlos_said","  4"
"1816","leon_usach","  4"
"1907","cris_allende","  4"
"2108","gatasaba","  4"
"2940","unavico","  4"
"2967","elicastro_s","  4"
"3008","jsolivares","  4"
"3035","fel_chile","  4"
"3086","tamaravalentina","  4"
"3093","locarvt","  4"
"3109","diarioafta","  4"
"3110","enah132","  4"
"3119","mariela2770","  4"
"3130","josecembrano","  4"
"3132","elotogallo","  4"
"3133","franperalesf","  4"
"3137","_nicocarrillo","  4"
"3173","macapalmab","  4"
"3175","growupman","  4"
"3185","sebhaff","  4"
"3186","elyglezm","  4"
"3204","israferreira","  4"
"3205","valetoro","  4"
"3219","pelao_bravo","  4"
"34","plponce666","  3"
"41","onate_jorge","  3"
"44","juanpablocollao","  3"
"70","jonas_moran","  3"
"156","glorianaveillan","  3"
"277","carlosampuero","  3"
"364","jaimegajardo","  3"
"513","pilarangelang","  3"
"678","inti_illimani","  3"
"760","miguelgaraym","  3"
"808","camiifnandapaez","  3"
"845","diegocorvalan","  3"
"1022","salas234","  3"
"1201","allendexxi","  3"
"1261","anonopshispano","  3"
"1431","jcandianeira","  3"
"1491","verolow_","  3"
"1492","poly_francisca","  3"
"1507","leoiec","  3"
"1538","cesar_reyesp","  3"
"1704","nacho_oliva","  3"
"1819","wuallon","  3"
"1874","caroperezd","  3"
"2061","vanevergarac","  3"
"2373","ivananas_","  3"
"2409","seba_vicencio","  3"
"2435","efren_osorio","  3"
"2527","ciudadaniatvd","  3"
"2838","furchile","  3"
"2869","radiosintierra","  3"
"2877","reinaldolope","  3"
"2886","paiz_chile","  3"
"2903","zamoracarmen","  3"
"3036","une_uah","  3"
"3065","tereelimontero","  3"
"3069","diarioatacama","  3"
"3071","andreaenlaruta","  3"
"3101","titoulloa33","  3"
"3111","jotaiqq","  3"
"3117","pachyta7","  3"
"3123","carlourrea","  3"
"3145","manquelaf","  3"
"3187","el_javier","  3"
"3213","carrii_","  3"
"3216","patoprotester","  3"
"3234","piperivas","  3"
"3244","futbol_rebelde","  3"
"3252","feuc","  3"
"3269","diariolider","  3"
"3277","aharambour","  3"
"83","gowosa","  2"
"93","orneeotarola","  2"
"97","creepincita","  2"
"99","marianoasecas","  2"
"120","barrocoaustral","  2"
"123","krkn","  2"
